Mot,EchelonDB,Nature,Categorie,Classe,Niveau
maison,1,nom feminin,nom,CP,1
papa,1,nom masculin,nom,CP,1
porte,1,nom feminin,nom,CP,1
rue,1,nom feminin,nom,CP,1
avec,2,preposition,autres,CP,1
deux,2,adjectif numeral,determinant,CP,1
terre,2,nom feminin,nom,CP,1
été,3,nom masculin,nom,CP,1
maman,3,nom feminin,nom,CP,1
pipe,3,nom feminin,nom,CP,1
pour,3,preposition,autres,CP,1
table,3,nom feminin,nom,CP,1
école,4,nom feminin,nom,CP,1
jardin,4,nom masculin,nom,CP,1
mal,4,adverbe,autres,CP,1
bébé,5,nom masculin,nom,CP,1
carte,5,nom feminin,nom,CP,1
cheminée,5,nom feminin,nom,CP,1
livre,5,nom masculin,nom,CP,1
nature,5,nom feminin,nom,CP,1
rouge,5,adjectif qualificatif,adjectif,CP,1
sucre,5,nom masculin,nom,CP,1
tête,5,nom feminin,nom,CP,1
vache,5,nom feminin,nom,CP,1
achat,6,nom masculin,nom,CP,1
barbe,6,nom feminin,nom,CP,1
classe,6,nom feminin,nom,CP,1
feu,6,nom masculin,nom,CP,1
lion,6,nom masculin,nom,CP,1
matin,6,nom masculin,nom,CP,1
revenir,6,verbe 3eme groupe,verbe,CP,1
rive,6,nom feminin,nom,CP,1
robe,6,nom feminin,nom,CP,1
soir,6,nom masculin,nom,CP,1
vendredi,6,nom masculin,nom,CP,1
vigne,6,nom feminin,nom,CP,1
branche,7,nom feminin,nom,CP,1
brique,7,nom feminin,nom,CP,1
chat,7,nom masculin,nom,CP,1
facteur,7,nom masculin,nom,CP,1
femme,7,nom feminin,nom,CP,1
fermier,7,nom masculin,nom,CP,1
homme,7,nom masculin,nom,CP,1
jeudi,7,nom masculin,nom,CP,1
lapin,7,nom masculin,nom,CP,1
je,7,pronom,pronom,CP,1
lundi,7,nom masculin,nom,CP,1
mars,7,nom masculin,nom,CP,1
moulin,7,nom masculin,nom,CP,1
plante,7,nom feminin,nom,CP,1
poire,7,nom feminin,nom,CP,1
poste,7,nom commun,nom,CP,1
route,7,nom feminin,nom,CP,1
soleil,7,nom masculin,nom,CP,1
sur,7,preposition,autres,CP,1
triste,7,adjectif qualificatif,adjectif,CP,1
animal,8,nom masculin,nom,CE1,2
arbre,8,nom masculin,nom,CE1,2
arme,8,nom feminin,nom,CE1,2
aube,8,nom feminin,nom,CE1,2
autour,8,preposition,autres,CE1,2
avenir,8,nom masculin,nom,CE1,2
bouche,8,nom feminin,nom,CE1,2
brave,8,adjectif qualificatif,adjectif,CE1,2
chemin,8,nom masculin,nom,CE1,2
cheval,8,nom masculin,nom,CE1,2
culture,8,nom feminin,nom,CE1,2
devoir,8,verbe 3eme groupe,verbe,CE1,2
église,8,nom feminin,nom,CE1,2
enfant,8,nom commun,nom,CE1,2
étude,8,nom feminin,nom,CE1,2
fête,8,nom feminin,nom,CE1,2
image,8,nom feminin,nom,CE1,2
louer,8,verbe 1er groupe,verbe,CE1,2
mardi,8,nom masculin,nom,CE1,2
même,8,adverbe,autres,CE1,2
mort,8,nom masculin,nom,CE1,2
moustache,8,nom feminin,nom,CE1,2
niche,8,nom feminin,nom,CE1,2
ordre,8,nom masculin,nom,CE1,2
plume,8,nom feminin,nom,CE1,2
poupée,8,nom feminin,nom,CE1,2
pouvoir,8,verbe 3eme groupe,verbe,CE1,2
propre,8,adjectif qualificatif,adjectif,CE1,2
retenir,8,verbe 3eme groupe,verbe,CE1,2
rire,8,verbe 3eme groupe,verbe,CE1,2
sage,8,adjectif qualificatif,adjectif,CE1,2
solide,8,adjectif qualificatif,adjectif,CE1,2
soupe,8,nom feminin,nom,CE1,2
année,9,nom feminin,nom,CE1,2
article,9,nom masculin,nom,CE1,2
aviateur,9,nom masculin,nom,CE1,2
bonne,9,nom feminin,nom,CE1,2
café,9,nom masculin,nom,CE1,2
cage,9,nom feminin,nom,CE1,2
carton,9,nom masculin,nom,CE1,2
cave,9,nom feminin,nom,CE1,2
chaleur,9,nom feminin,nom,CE1,2
chambre,9,nom feminin,nom,CE1,2
chanteur,9,nom masculin,nom,CE1,2
charme,9,nom masculin,nom,CE1,2
coeur,9,nom masculin,nom,CE1,2
costume,9,nom masculin,nom,CE1,2
couche,9,nom feminin,nom,CE1,2
croix,9,nom feminin,nom,CE1,2
devenir,9,verbe 3eme groupe,verbe,CE1,2
douleur,9,nom feminin,nom,CE1,2
droite,9,adjectif qualificatif,adjectif,CE1,2
écriture,9,nom feminin,nom,CE1,2
famille,9,nom feminin,nom,CE1,2
fille,9,nom feminin,nom,CE1,2
fortune,9,nom feminin,nom,CE1,2
foudre,9,nom feminin,nom,CE1,2
journal,9,nom masculin,nom,CE1,2
lecture,9,nom feminin,nom,CE1,2
libre,9,adjectif qualificatif,adjectif,CE1,2
ligne,9,nom feminin,nom,CE1,2
lit,9,nom masculin,nom,CE1,2
maladie,9,nom feminin,nom,CE1,2
marbre,9,nom masculin,nom,CE1,2
marche,9,nom feminin,nom,CE1,2
marque,9,nom feminin,nom,CE1,2
mère,9,nom feminin,nom,CE1,2
midi,9,nom masculin,nom,CE1,2
morne,9,adjectif qualificatif,adjectif,CE1,2
octobre,9,nom masculin,nom,CE1,2
os,9,nom masculin,nom,CE1,2
pauvre,9,adjectif qualificatif,adjectif,CE1,2
plus,9,adverbe,autres,CE1,2
pomme,9,nom feminin,nom,CE1,2
les,9,adjectif numeral,determinant,CE1,2
ordinateur,9,nom masculin,nom,CE1,2
rédaction,9,nom feminin,nom,CE1,2
relire,9,verbe 3eme groupe,verbe,CE1,2
remise,9,nom feminin,nom,CE1,2
retour,9,nom masculin,nom,CE1,2
riche,9,adjectif qualificatif,adjectif,CE1,2
rude,9,adjectif qualificatif,adjectif,CE1,2
sable,9,nom masculin,nom,CE1,2
salade,9,nom feminin,nom,CE1,2
suite,9,nom feminin,nom,CE1,2
tasse,9,nom feminin,nom,CE1,2
tige,9,nom feminin,nom,CE1,2
voiture,9,nom feminin,nom,CE1,2
tuer,9,verbe 1er groupe,verbe,CE1,2
acte,10,nom masculin,nom,CE1,2
artiste,10,nom masculin,nom,CE1,2
astre,10,nom masculin,nom,CE1,2
blé,10,nom masculin,nom,CE1,2
boire,10,verbe 3eme groupe,verbe,CE1,2
bois,10,nom masculin,nom,CE1,2
bon,10,adjectif qualificatif,adjectif,CE1,2
bord,10,nom masculin,nom,CE1,2
cabine,10,nom feminin,nom,CE1,2
chasse,10,nom feminin,nom,CE1,2
chasseur,10,nom masculin,nom,CE1,2
chemise,10,nom feminin,nom,CE1,2
chercher,10,verbe 1er groupe,verbe,CE1,2
chevelure,10,nom feminin,nom,CE1,2
compagnon,10,nom masculin,nom,CE1,2
conduite,10,nom feminin,nom,CE1,2
confiture,10,nom feminin,nom,CE1,2
contenir,10,verbe 3eme groupe,verbe,CE1,2
convenir,10,verbe 3eme groupe,verbe,CE1,2
coucou,10,nom masculin,nom,CE1,2
coude,10,nom masculin,nom,CE1,2
courage,10,nom masculin,nom,CE1,2
dans,10,preposition,autres,CE1,2
élève,10,nom commun,nom,CE1,2
entre,10,preposition,autres,CE1,2
étable,10,nom feminin,nom,CE1,2
établir,10,verbe 2eme groupe,verbe,CE1,2
fabrique,10,nom feminin,nom,CE1,2
faute,10,nom feminin,nom,CE1,2
fleuve,10,nom masculin,nom,CE1,2
fortement,10,adverbe,autres,CE1,2
froid,10,adjectif qualificatif,adjectif,CE1,2
futur,10,adjectif qualificatif,adjectif,CE1,2
gros,10,adjectif qualificatif,adjectif,CE1,2
journée,10,nom feminin,nom,CE1,2
juste,10,adjectif qualificatif,adjectif,CE1,2
malade,10,adjectif qualificatif,adjectif,CE1,2
mariage,10,nom masculin,nom,CE1,2
matière,10,nom feminin,nom,CE1,2
mineur,10,nom masculin,nom,CE1,2
miracle,10,nom masculin,nom,CE1,2
moine,10,nom masculin,nom,CE1,2
monde,10,nom masculin,nom,CE1,2
musique,10,nom feminin,nom,CE1,2
neige,10,nom feminin,nom,CE1,2
oeuf,10,nom masculin,nom,CE1,2
orange,10,adjectif qualificatif,adjectif,CE1,2
pénible,10,adjectif qualificatif,adjectif,CE1,2
personne,10,nom feminin,nom,CE1,2
peur,10,nom feminin,nom,CE1,2
prince,10,nom masculin,nom,CE1,2
regarder,10,verbe 1er groupe,verbe,CE1,2
reste,10,nom masculin,nom,CE1,2
réunir,10,verbe 2eme groupe,verbe,CE1,2
ronde,10,nom feminin,nom,CE1,2
ruche,10,nom feminin,nom,CE1,2
sec,10,adjectif qualificatif,adjectif,CE1,2
semaine,10,nom feminin,nom,CE1,2
sol,10,nom masculin,nom,CE1,2
sortie,10,nom feminin,nom,CE1,2
survenir,10,verbe 3eme groupe,verbe,CE1,2
tartine,10,nom feminin,nom,CE1,2
toucher,10,verbe 1er groupe,verbe,CE1,2
vie,10,nom feminin,nom,CE1,2
visage,10,nom masculin,nom,CE1,2
visite,10,nom feminin,nom,CE1,2
visiteur,10,nom masculin,nom,CE1,2
voleur,10,nom masculin,nom,CE1,2
vue,10,nom feminin,nom,CE1,2
agréable,11,adjectif qualificatif,adjectif,CE1,2
casserole,11,nom feminin,nom,CE1,2
armoire,11,nom feminin,nom,CE1,2
balle,11,nom feminin,nom,CE1,2
belge,11,adjectif qualificatif,adjectif,CE1,2
bonjour,11,nom masculin,nom,CE1,2
bordure,11,nom feminin,nom,CE1,2
bouton,11,nom masculin,nom,CE1,2
cahier,11,nom masculin,nom,CE1,2
calcul,11,nom masculin,nom,CE1,2
chanson,11,nom feminin,nom,CE1,2
charbon,11,nom masculin,nom,CE1,2
charge,11,nom feminin,nom,CE1,2
chien,11,nom masculin,nom,CE1,2
cloche,11,nom feminin,nom,CE1,2
coin,11,nom masculin,nom,CE1,2
comme,11,conjonction,autres,CE1,2
contre,11,preposition,autres,CE1,2
couleur,11,nom feminin,nom,CE1,2
coupe,11,nom feminin,nom,CE1,2
crime,11,nom masculin,nom,CE1,2
cuivre,11,nom masculin,nom,CE1,2
diable,11,nom masculin,nom,CE1,2
dictée,11,nom feminin,nom,CE1,2
directeur,11,nom masculin,nom,CE1,2
double,11,adjectif qualificatif,adjectif,CE1,2
ferme,11,nom feminin,nom,CE1,2
figure,11,nom feminin,nom,CE1,2
fromage,11,nom masculin,nom,CE1,2
grand,11,adjectif qualificatif,adjectif,CE1,2
jouer,11,verbe 1er groupe,verbe,CE1,2
lait,11,nom masculin,nom,CE1,2
large,11,adjectif qualificatif,adjectif,CE1,2
lire,11,verbe 3eme groupe,verbe,CE1,2
liste,11,nom feminin,nom,CE1,2
main,11,nom feminin,nom,CE1,2
matinée,11,nom feminin,nom,CE1,2
meuble,11,nom masculin,nom,CE1,2
mouton,11,nom masculin,nom,CE1,2
nuage,11,nom masculin,nom,CE1,2
oncle,11,nom masculin,nom,CE1,2
parent,11,nom masculin,nom,CE1,2
père,11,nom masculin,nom,CE1,2
perle,11,nom feminin,nom,CE1,2
piste,11,nom feminin,nom,CE1,2
planche,11,nom feminin,nom,CE1,2
plumier,11,nom masculin,nom,CE1,2
poche,11,nom feminin,nom,CE1,2
prison,11,nom feminin,nom,CE1,2
produire,11,verbe 3eme groupe,verbe,CE1,2
rage,11,nom feminin,nom,CE1,2
maîtresse,11,nom feminin,nom,CE1,2
reine,11,nom feminin,nom,CE1,2
remarque,11,nom feminin,nom,CE1,2
reproche,11,nom masculin,nom,CE1,2
revoir,11,verbe 3eme groupe,verbe,CE1,2
revue,11,nom feminin,nom,CE1,2
roi,11,nom masculin,nom,CE1,2
rose,11,nom feminin,nom,CE1,2
sac,11,nom masculin,nom,CE1,2
salutation,11,nom feminin,nom,CE1,2
singe,11,nom masculin,nom,CE1,2
sorte,11,nom feminin,nom,CE1,2
statue,11,nom feminin,nom,CE1,2
tarte,11,nom feminin,nom,CE1,2
des,11,adjectif indefini,determinant,CE1,2
un,11,adjectif indefini,determinant,CE1,2
usage,11,nom masculin,nom,CE1,2
usine,11,nom feminin,nom,CE1,2
vapeur,11,nom feminin,nom,CE1,2
village,11,nom masculin,nom,CE1,2
ville,11,nom feminin,nom,CE1,2
voici,11,adverbe,autres,CE1,2
trois,12,adjectif numeral,determinant,CE2,3
vite,12,adverbe,autres,CE2,3
ange,12,nom masculin,nom,CE2,3
autre,12,adjectif qualificatif,adjectif,CE2,3
aveugle,12,adjectif qualificatif,adjectif,CE2,3
barque,12,nom feminin,nom,CE2,3
bec,12,nom masculin,nom,CE2,3
bille,12,nom feminin,nom,CE2,3
blancheur,12,nom feminin,nom,CE2,3
blanchir,12,verbe 2eme groupe,verbe,CE2,3
bleu,12,adjectif qualificatif,adjectif,CE2,3
borne,12,nom feminin,nom,CE2,3
brume,12,nom feminin,nom,CE2,3
cadre,12,nom masculin,nom,CE2,3
campagne,12,nom feminin,nom,CE2,3
canon,12,nom masculin,nom,CE2,3
chantre,12,nom masculin,nom,CE2,3
chapeau,12,nom masculin,nom,CE2,3
chaque,12,adjectif indefini,determinant,CE2,3
généreux,12,adjectif qualificatif,adjectif,CE2,3
chef,12,nom masculin,nom,CE2,3
cochon,12,nom masculin,nom,CE2,3
contenu,12,nom masculin,nom,CE2,3
corde,12,nom feminin,nom,CE2,3
coupable,12,adjectif qualificatif,adjectif,CE2,3
créature,12,nom feminin,nom,CE2,3
demain,12,adverbe,autres,CE2,3
dent,12,nom feminin,nom,CE2,3
dernier,12,adjectif qualificatif,adjectif,CE2,3
dessin,12,nom masculin,nom,CE2,3
donc,12,conjonction,autres,CE2,3
dormir,12,verbe 3eme groupe,verbe,CE2,3
écharpe,12,nom feminin,nom,CE2,3
écurie,12,nom feminin,nom,CE2,3
entier,12,adjectif qualificatif,adjectif,CE2,3
entretenir,12,verbe 3eme groupe,verbe,CE2,3
banque,12,nom feminin,nom,CE2,3
épine,12,nom feminin,nom,CE2,3
fauve,12,adjectif qualificatif,adjectif,CE2,3
fer,12,nom masculin,nom,CE2,3
finir,12,verbe 2eme groupe,verbe,CE2,3
fleur,12,nom feminin,nom,CE2,3
fois,12,nom feminin,nom,CE2,3
force,12,nom feminin,nom,CE2,3
fruit,12,nom masculin,nom,CE2,3
garde,12,nom masculin,nom,CE2,3
gauche,12,adjectif qualificatif,adjectif,CE2,3
idée,12,nom feminin,nom,CE2,3
invisible,12,adjectif qualificatif,adjectif,CE2,3
jaune,12,adjectif qualificatif,adjectif,CE2,3
joue,12,nom feminin,nom,CE2,3
juillet,12,nom masculin,nom,CE2,3
travail,12,nom masculin,nom,CE2,3
lac,12,nom masculin,nom,CE2,3
larme,12,nom feminin,nom,CE2,3
lettre,12,nom feminin,nom,CE2,3
lièvre,12,nom masculin,nom,CE2,3
linge,12,nom masculin,nom,CE2,3
liquide,12,adjectif qualificatif,adjectif,CE2,3
loup,12,nom masculin,nom,CE2,3
lueur,12,nom feminin,nom,CE2,3
madame,12,nom feminin,nom,CE2,3
magique,12,adjectif qualificatif,adjectif,CE2,3
maître,12,nom masculin,nom,CE2,3
malin,12,adjectif qualificatif,adjectif,CE2,3
mercredi,12,nom masculin,nom,CE2,3
mode,12,nom feminin,nom,CE2,3
moderne,12,adjectif qualificatif,adjectif,CE2,3
mot,12,nom masculin,nom,CE2,3
moteur,12,nom masculin,nom,CE2,3
murmure,12,nom masculin,nom,CE2,3
murmurer,12,verbe 1er groupe,verbe,CE2,3
nid,12,nom masculin,nom,CE2,3
nuisible,12,adjectif qualificatif,adjectif,CE2,3
odeur,12,nom feminin,nom,CE2,3
papier,12,nom masculin,nom,CE2,3
pardon,12,nom masculin,nom,CE2,3
parfait,12,adjectif qualificatif,adjectif,CE2,3
partie,12,nom feminin,nom,CE2,3
parvenir,12,verbe 3eme groupe,verbe,CE2,3
patte,12,nom feminin,nom,CE2,3
perche,12,nom feminin,nom,CE2,3
pluie,12,nom feminin,nom,CE2,3
pondre,12,verbe 3eme groupe,verbe,CE2,3
porteur,12,nom masculin,nom,CE2,3
poudre,12,nom feminin,nom,CE2,3
poule,12,nom feminin,nom,CE2,3
prendre,12,verbe 3eme groupe,verbe,CE2,3
proche,12,adjectif qualificatif,adjectif,CE2,3
profondeur,12,nom feminin,nom,CE2,3
punir,12,verbe 2eme groupe,verbe,CE2,3
rare,12,adjectif qualificatif,adjectif,CE2,3
rat,12,nom masculin,nom,CE2,3
redevenir,12,verbe 3eme groupe,verbe,CE2,3
regard,12,nom masculin,nom,CE2,3
rendre,12,verbe 3eme groupe,verbe,CE2,3
rien,12,adverbe,autres,CE2,3
risque,12,nom masculin,nom,CE2,3
sabot,12,nom masculin,nom,CE2,3
sel,12,nom masculin,nom,CE2,3
signe,12,nom masculin,nom,CE2,3
singulier,12,adjectif qualificatif,adjectif,CE2,3
soldat,12,nom masculin,nom,CE2,3
sueur,12,nom feminin,nom,CE2,3
surprise,12,nom feminin,nom,CE2,3
tenue,12,nom feminin,nom,CE2,3
timide,12,adjectif qualificatif,adjectif,CE2,3
toile,12,nom feminin,nom,CE2,3
tombe,12,nom feminin,nom,CE2,3
tourner,12,verbe 1er groupe,verbe,CE2,3
valeur,12,nom feminin,nom,CE2,3
vase,12,nom commun,nom,CE2,3
vaste,12,adjectif qualificatif,adjectif,CE2,3
vente,12,nom feminin,nom,CE2,3
véritable,12,adjectif qualificatif,adjectif,CE2,3
victime,12,nom feminin,nom,CE2,3
victoire,12,nom feminin,nom,CE2,3
vide,12,adjectif qualificatif,adjectif,CE2,3
vif,12,adjectif qualificatif,adjectif,CE2,3
visible,12,adjectif qualificatif,adjectif,CE2,3
volume,12,nom masculin,nom,CE2,3
bien,13,adverbe,autres,CE2,2
dix,13,adjectif numeral,determinant,CE2,2
abeille,13,nom feminin,nom,CE2,3
amateur,13,nom masculin,nom,CE2,3
amour,13,nom masculin,nom,CE2,3
âne,13,nom masculin,nom,CE2,3
ardoise,13,nom feminin,nom,CE2,3
avion,13,nom masculin,nom,CE2,3
avril,13,nom masculin,nom,CE2,3
bande,13,nom feminin,nom,CE2,3
barquette,13,nom feminin,nom,CE2,3
beau,13,adjectif qualificatif,adjectif,CE2,3
bise,13,nom feminin,nom,CE2,3
bondir,13,verbe 2eme groupe,verbe,CE2,3
botte,13,nom feminin,nom,CE2,3
boucle,13,nom feminin,nom,CE2,3
boule,13,nom feminin,nom,CE2,3
boutique,13,nom feminin,nom,CE2,3
bras,13,nom masculin,nom,CE2,3
brise,13,nom feminin,nom,CE2,3
canal,13,nom masculin,nom,CE2,3
canard,13,nom masculin,nom,CE2,3
carabine,13,nom feminin,nom,CE2,3
caverne,13,nom feminin,nom,CE2,3
chant,13,nom masculin,nom,CE2,3
chaudement,13,adverbe,autres,CE2,3
chevalier,13,nom masculin,nom,CE2,3
clou,13,nom masculin,nom,CE2,3
combien,13,adverbe,autres,CE2,3
commune,13,nom feminin,nom,CE2,3
compagne,13,nom feminin,nom,CE2,3
boulanger,13,nom masculin,nom,CE2,3
falaise,13,nom feminin,nom,CE2,3
couper,13,verbe 1er groupe,verbe,CE2,3
couverture,13,nom feminin,nom,CE2,3
crier,13,verbe 1er groupe,verbe,CE2,3
décembre,13,nom masculin,nom,CE2,3
découverte,13,nom feminin,nom,CE2,3
dimanche,13,nom masculin,nom,CE2,3
dire,13,verbe 3eme groupe,verbe,CE2,3
division,13,nom feminin,nom,CE2,3
duc,13,nom masculin,nom,CE2,3
encre,13,nom feminin,nom,CE2,3
endormir,13,verbe 3eme groupe,verbe,CE2,3
entrée,13,nom feminin,nom,CE2,3
épreuve,13,nom feminin,nom,CE2,3
policier,13,nom commun,nom,CE2,3
estrade,13,nom feminin,nom,CE2,3
étalage,13,nom masculin,nom,CE2,3
faire,13,verbe 3eme groupe,verbe,CE2,3
fée,13,nom feminin,nom,CE2,3
feuille,13,nom feminin,nom,CE2,3
fleurette,13,nom feminin,nom,CE2,3
fondre,13,verbe 3eme groupe,verbe,CE2,3
formidable,13,adjectif qualificatif,adjectif,CE2,3
foule,13,nom feminin,nom,CE2,3
fumée,13,nom feminin,nom,CE2,3
fumer,13,verbe 1er groupe,verbe,CE2,3
garçon,13,nom masculin,nom,CE2,3
gloire,13,nom feminin,nom,CE2,3
grammaire,13,nom feminin,nom,CE2,3
grenier,13,nom masculin,nom,CE2,3
gris,13,adjectif qualificatif,adjectif,CE2,3
haut,13,adjectif qualificatif,adjectif,CE2,3
herbe,13,nom feminin,nom,CE2,3
insecte,13,nom masculin,nom,CE2,3
janvier,13,nom masculin,nom,CE2,3
jardinier,13,nom masculin,nom,CE2,3
joie,13,nom feminin,nom,CE2,3
joli,13,adjectif qualificatif,adjectif,CE2,3
jouet,13,nom masculin,nom,CE2,3
joueur,13,nom masculin,nom,CE2,3
jour,13,nom masculin,nom,CE2,3
juin,13,nom masculin,nom,CE2,3
lampe,13,nom feminin,nom,CE2,3
laver,13,verbe 1er groupe,verbe,CE2,3
légume,13,nom masculin,nom,CE2,3
lieu,13,nom masculin,nom,CE2,3
loin,13,adverbe,autres,CE2,3
lune,13,nom feminin,nom,CE2,3
lunette,13,nom feminin,nom,CE2,3
machine,13,nom feminin,nom,CE2,3
magnifique,13,adjectif qualificatif,adjectif,CE2,3
marcher,13,verbe 1er groupe,verbe,CE2,3
mauve,13,adjectif qualificatif,adjectif,CE2,3
mélange,13,nom masculin,nom,CE2,3
mémoire,13,nom feminin,nom,CE2,3
menu,13,nom masculin,nom,CE2,3
merle,13,nom masculin,nom,CE2,3
miel,13,nom masculin,nom,CE2,3
ministre,13,nom masculin,nom,CE2,3
minuit,13,nom masculin,nom,CE2,3
misérable,13,adjectif qualificatif,adjectif,CE2,3
moudre,13,verbe 3eme groupe,verbe,CE2,3
mouvoir,13,verbe 3eme groupe,verbe,CE2,3
multitude,13,nom feminin,nom,CE2,3
nation,13,nom feminin,nom,CE2,3
navire,13,nom masculin,nom,CE2,3
nez,13,nom masculin,nom,CE2,3
nom,13,nom masculin,nom,CE2,3
offre,13,nom feminin,nom,CE2,3
or,13,nom masculin,nom,CE2,3
orage,13,nom masculin,nom,CE2,3
oreille,13,nom feminin,nom,CE2,3
ouverture,13,nom feminin,nom,CE2,3
patrie,13,nom feminin,nom,CE2,3
patron,13,nom masculin,nom,CE2,3
petit,13,adjectif qualificatif,adjectif,CE2,3
pie,13,nom feminin,nom,CE2,3
pied,13,nom masculin,nom,CE2,3
place,13,nom feminin,nom,CE2,3
plage,13,nom feminin,nom,CE2,3
plumage,13,nom masculin,nom,CE2,3
poitrine,13,nom feminin,nom,CE2,3
politique,13,nom feminin,nom,CE2,3
poulet,13,nom masculin,nom,CE2,3
pratique,13,adjectif qualificatif,adjectif,CE2,3
preuve,13,nom feminin,nom,CE2,3
prime,13,nom feminin,nom,CE2,3
problème,13,nom masculin,nom,CE2,3
paysan,13,nom masculin,nom,CE2,3
promenade,13,nom feminin,nom,CE2,3
provenir,13,verbe 3eme groupe,verbe,CE2,3
récolte,13,nom feminin,nom,CE2,3
redoutable,13,adjectif qualificatif,adjectif,CE2,3
renard,13,nom masculin,nom,CE2,3
rencontre,13,nom feminin,nom,CE2,3
reprise,13,nom feminin,nom,CE2,3
rétablir,13,verbe 2eme groupe,verbe,CE2,3
rivière,13,nom feminin,nom,CE2,3
robuste,13,adjectif qualificatif,adjectif,CE2,3
rosée,13,nom feminin,nom,CE2,3
sabre,13,nom masculin,nom,CE2,3
sacoche,13,nom feminin,nom,CE2,3
calme,13,adjectif qualificatif,adjectif,CE2,3
samedi,13,nom masculin,nom,CE2,3
sauvage,13,adjectif qualificatif,adjectif,CE2,3
serviteur,13,nom masculin,nom,CE2,3
siège,13,nom masculin,nom,CE2,3
soeur,13,nom feminin,nom,CE2,3
sombre,13,adjectif qualificatif,adjectif,CE2,3
sortir,13,verbe 3eme groupe,verbe,CE2,3
sous,13,preposition,autres,CE2,3
soutenir,13,verbe 3eme groupe,verbe,CE2,3
spectateur,13,nom masculin,nom,CE2,3
suivre,13,verbe 3eme groupe,verbe,CE2,3
superbe,13,adjectif qualificatif,adjectif,CE2,3
tableau,13,nom masculin,nom,CE2,3
tablier,13,nom masculin,nom,CE2,3
terme,13,nom masculin,nom,CE2,3
tigre,13,nom masculin,nom,CE2,3
timbre,13,nom masculin,nom,CE2,3
tortue,13,nom feminin,nom,CE2,3
tour,13,nom commun,nom,CE2,3
tranche,13,nom feminin,nom,CE2,3
trouble,13,nom masculin,nom,CE2,3
tulipe,13,nom feminin,nom,CE2,3
valise,13,nom feminin,nom,CE2,3
vendeur,13,nom masculin,nom,CE2,3
venir,13,verbe 3eme groupe,verbe,CE2,3
vent,13,nom masculin,nom,CE2,3
verdure,13,nom feminin,nom,CE2,3
verger,13,nom masculin,nom,CE2,3
vin,13,nom masculin,nom,CE2,3
vitre,13,nom feminin,nom,CE2,3
vitrine,13,nom feminin,nom,CE2,3
vivre,13,verbe 3eme groupe,verbe,CE2,3
voisin,13,nom masculin,nom,CE2,3
voisinage,13,nom masculin,nom,CE2,3
aussi,14,adverbe,autres,CE2,2
douze,14,adjectif numeral,determinant,CE2,2
quatre,14,adjectif numeral,determinant,CE2,2
action,14,nom feminin,nom,CE2,3
adroit,14,adjectif qualificatif,adjectif,CE2,3
âme,14,nom feminin,nom,CE2,3
avant,14,preposition,autres,CE2,3
avertir,14,verbe 2eme groupe,verbe,CE2,3
avoir,14,nom masculin,nom,CE2,3
bal,14,nom masculin,nom,CE2,3
banc,14,nom masculin,nom,CE2,3
banque,14,nom feminin,nom,CE2,3
bassin,14,nom masculin,nom,CE2,3
bataille,14,nom feminin,nom,CE2,3
bazar,14,nom masculin,nom,CE2,3
blouse,14,nom feminin,nom,CE2,3
boue,14,nom feminin,nom,CE2,3
boulanger,14,nom masculin,nom,CE2,3
boulangerie,14,nom feminin,nom,CE2,3
cadavre,14,nom masculin,nom,CE2,3
tu,14,pronom,pronom,CE2,3
chapelle,14,nom feminin,nom,CE2,3
chocolat,14,nom masculin,nom,CE2,3
ciel,14,nom masculin,nom,CE2,3
clochette,14,nom feminin,nom,CE2,3
comble,14,nom masculin,nom,CE2,3
compliment,14,nom masculin,nom,CE2,3
conduire,14,verbe 3eme groupe,verbe,CE2,3
convenable,14,adjectif qualificatif,adjectif,CE2,3
corbeille,14,nom feminin,nom,CE2,3
coton,14,nom masculin,nom,CE2,3
coudre,14,verbe 3eme groupe,verbe,CE2,3
cour,14,nom feminin,nom,CE2,3
cousin,14,nom masculin,nom,CE2,3
couvrir,14,verbe 3eme groupe,verbe,CE2,3
cuisine,14,nom feminin,nom,CE2,3
dame,14,nom feminin,nom,CE2,3
date,14,nom feminin,nom,CE2,3
demande,14,nom feminin,nom,CE2,3
désagréable,14,adjectif qualificatif,adjectif,CE2,3
docteur,14,nom masculin,nom,CE2,3
doute,14,nom masculin,nom,CE2,3
durée,14,nom feminin,nom,CE2,3
eau,14,nom feminin,nom,CE2,3
écolier,14,nom masculin,nom,CE2,3
écrire,14,verbe 3eme groupe,verbe,CE2,3
encore,14,adverbe,autres,CE2,3
engager,14,verbe 1er groupe,verbe,CE2,3
énorme,14,adjectif qualificatif,adjectif,CE2,3
escalier,14,nom masculin,nom,CE2,3
farine,14,nom feminin,nom,CE2,3
fatigue,14,nom feminin,nom,CE2,3
favorable,14,adjectif qualificatif,adjectif,CE2,3
fenêtre,14,nom feminin,nom,CE2,3
fidèle,14,adjectif qualificatif,adjectif,CE2,3
fils,14,nom masculin,nom,CE2,3
fin,14,nom feminin,nom,CE2,3
foin,14,nom masculin,nom,CE2,3
forgeron,14,nom masculin,nom,CE2,3
forme,14,nom feminin,nom,CE2,3
fort,14,adjectif qualificatif,adjectif,CE2,3
fou,14,adjectif qualificatif,adjectif,CE2,3
genre,14,nom masculin,nom,CE2,3
jupe,14,nom feminin,nom,CE2,3
grandir,14,verbe 2eme groupe,verbe,CE2,3
grave,14,adjectif qualificatif,adjectif,CE2,3
